controller,env_id,episode_id,episode_step,global_step,t,x,y,z,vx,vy,vz,speed,ref_x,ref_y,ref_z,ref_vx,ref_vy,ref_vz
lqr,3,0,14,14,0.28,-6.712074279785156,3.7361114025115967,1.250317096710205,-0.12966324388980865,-0.09570696949958801,0.018955616280436516,0.1622704416513443,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
rl,0,0,15,15,0.3,4.970006465911865,-5.086948394775391,0.6783501505851746,-0.07565999031066895,-0.20760411024093628,-0.6615972518920898,0.6975204944610596,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
rl,1,0,15,15,0.3,4.914687156677246,4.8871307373046875,0.6620611548423767,-0.1660996377468109,-0.13891378045082092,-0.7129766941070557,0.7451321482658386,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
rl,2,0,15,15,0.3,-5.086247444152832,-4.944082736968994,0.7025516033172607,-0.16074684262275696,0.23009924590587616,-0.6683396697044373,0.7248883247375488,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
rl,3,0,15,15,0.3,-5.124191761016846,4.865334987640381,0.6414446234703064,-0.2477724552154541,-0.18250355124473572,-0.796718180179596,0.8540834784507751,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
lqr,0,0,15,15,0.3,4.916641712188721,-3.6730568408966064,0.8632199168205261,-0.00460681039839983,0.07351082563400269,-0.0075765131041407585,0.07404368370771408,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
lqr,1,0,15,15,0.3,4.580817222595215,3.5576629638671875,1.1483036279678345,-0.02322535589337349,-0.07989539951086044,0.008216246031224728,0.08360741287469864,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
lqr,2,0,15,15,0.3,-5.568270206451416,-6.087926387786865,0.9022974967956543,-0.03147958964109421,-0.060264840722084045,-0.005413505248725414,0.06820645928382874,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
lqr,3,0,15,15,0.3,-6.718596935272217,3.731297016143799,1.2512702941894531,-0.09522055834531784,-0.07027806341648102,0.013919329270720482,0.11916252970695496,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
rl,0,0,16,16,0.32,4.964476585388184,-5.1009979248046875,0.639090895652771,-0.10391390323638916,-0.25311511754989624,-0.6491211652755737,0.704431414604187,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
rl,1,0,16,16,0.32,4.905028820037842,4.879169940948486,0.6197189092636108,-0.1572604477405548,-0.12824171781539917,-0.7005074620246887,0.729306161403656,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
rl,2,0,16,16,0.32,-5.094764232635498,-4.92833137512207,0.6614552140235901,-0.12844955921173096,0.2856501042842865,-0.6967955231666565,0.7639497518539429,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
rl,3,0,16,16,0.32,-5.1381025314331055,4.8533549308776855,0.5901856422424316,-0.2203790545463562,-0.21194280683994293,-0.8954609036445618,0.9462224245071411,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
lqr,0,0,16,16,0.32,4.916409969329834,-3.669358730316162,0.862838864326477,-0.003382768016308546,0.053980469703674316,-0.005563454236835241,0.05437174066901207,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
lqr,1,0,16,16,0.32,4.579649925231934,3.5536437034606934,1.1487164497375488,-0.017060978338122368,-0.058669235557317734,0.006034157704561949,0.061396799981594086,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
lqr,2,0,16,16,0.32,-5.569850444793701,-6.090957164764404,0.9020251631736755,-0.0231303870677948,-0.04425276070833206,-0.003975033760070801,0.05009113997220993,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
lqr,3,0,16,16,0.32,-6.723387241363525,3.7277615070343018,1.2519702911376953,-0.06992214173078537,-0.05161038786172867,0.010222495533525944,0.08750564604997635,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
rl,0,0,17,17,0.34,4.959652900695801,-5.118130207061768,0.6005798578262329,-0.06355179101228714,-0.3087248206138611,-0.6366631388664246,0.710415244102478,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
rl,1,0,17,17,0.34,4.895164966583252,4.871409893035889,0.5742326974868774,-0.16947925090789795,-0.13011778891086578,-0.7992424368858337,0.82731032371521,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
rl,2,0,17,17,0.34,-5.104416847229004,-4.909572601318359,0.6166686415672302,-0.18395638465881348,0.3319474458694458,-0.7819012999534607,0.8691368103027344,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
rl,3,0,17,17,0.34,-5.153268814086914,4.8386921882629395,0.5337650179862976,-0.27589845657348633,-0.267558753490448,-0.972402811050415,1.045597791671753,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
lqr,0,0,17,17,0.34,4.9162397384643555,-3.6666433811187744,0.8625587821006775,-0.0024820612743496895,0.03963946923613548,-0.004085003398358822,0.03992662578821182,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
lqr,1,0,17,17,0.34,4.578793525695801,3.550692558288574,1.149019718170166,-0.012537209317088127,-0.043082740157842636,0.0044331783428788185,0.04508832469582558,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
lqr,2,0,17,17,0.34,-5.571013450622559,-6.09318208694458,0.9018252491950989,-0.016987431794404984,-0.03249906376004219,-0.0029197027906775475,0.03678704425692558,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
lqr,3,0,17,17,0.34,-6.726903438568115,3.725165367126465,1.2524844408035278,-0.0513455793261528,-0.03789876773953438,0.0075068604201078415,0.06425759196281433,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
rl,0,0,18,18,0.36,4.954568386077881,-5.135448932647705,0.5628166794776917,-0.09978365898132324,-0.2743508517742157,-0.62418133020401,0.6890772581100464,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
rl,1,0,18,18,0.36,4.883148670196533,4.865211009979248,0.5228275060653687,-0.22219884395599365,-0.08416464924812317,-0.8978250026702881,0.9287334084510803,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
rl,2,0,18,18,0.36,-5.114844799041748,-4.887709617614746,0.5701910853385925,-0.16650334000587463,0.38748621940612793,-0.7694299817085266,0.8774345517158508,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
rl,3,0,18,18,0.36,-5.169660568237305,4.823202133178711,0.4758572280406952,-0.27122995257377625,-0.2514859139919281,-0.9599332809448242,1.028728723526001,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
lqr,0,0,18,18,0.36,4.91611385345459,-3.6646504402160645,0.8623533248901367,-0.0018190707778558135,0.029111241921782494,-0.0029993290081620216,0.02932182513177395,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
lqr,1,0,18,18,0.36,4.578163146972656,3.5485243797302246,1.149242639541626,-0.009208956733345985,-0.031633686274290085,0.0032556878868490458,0.033107317984104156,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
lqr,2,0,18,18,0.36,-5.571868896484375,-6.094818592071533,0.9016785621643066,-0.012476599775254726,-0.02386253885924816,-0.0021446000318974257,0.027012694627046585,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
lqr,3,0,18,18,0.36,-6.72948694229126,3.7232584953308105,1.2528619766235352,-0.037706609815359116,-0.027831746265292168,0.005513500422239304,0.04718891158699989,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
rl,0,0,19,19,0.38,4.950178146362305,-5.151010513305664,0.5243673324584961,-0.05412621423602104,-0.24868963658809662,-0.6527077555656433,0.700573742389679,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
rl,1,0,19,19,0.38,4.87176513671875,4.861687183380127,0.4656662344932556,-0.16649825870990753,-0.04054723680019379,-0.9918757677078247,1.0065699815750122,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
rl,2,0,19,19,0.38,-5.124810218811035,-4.862514972686768,0.5224406123161316,-0.16575181484222412,0.44302839040756226,-0.8147029280662537,0.9420661926269531,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
rl,3,0,19,19,0.38,-5.183985233306885,4.810057640075684,0.4150906503200531,-0.2155323177576065,-0.19591312110424042,-1.0505203008651733,1.0901509523391724,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
lqr,0,0,19,19,0.38,4.916022777557373,-3.6631860733032227,0.8622025847434998,-0.0013343089958652854,0.021380335092544556,-0.002202987903729081,0.021534908562898636,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
lqr,1,0,19,19,0.38,4.577700138092041,3.546933174133301,1.1494063138961792,-0.0067654624581336975,-0.02322779782116413,0.0023918324150145054,0.024310963228344917,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
lqr,2,0,19,19,0.38,-5.572494983673096,-6.096019268035889,0.9015709161758423,-0.009164874441921711,-0.017521202564239502,-0.0015755919739603996,0.019836077466607094,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
lqr,3,0,19,19,0.38,-6.731383800506592,3.721858024597168,1.2531392574310303,-0.027685290202498436,-0.020435158163309097,0.004048680420964956,0.03464769572019577,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
rl,0,0,20,20,0.4,4.948877811431885,-5.167881488800049,0.4837844669818878,0.0015641615027561784,-0.30432745814323425,-0.6932967901229858,0.7571513056755066,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
rl,1,0,20,20,0.4,4.863588809967041,4.860372066497803,0.40657860040664673,-0.11461398750543594,-0.008615238592028618,-0.9797391891479492,0.9864580631256104,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
rl,2,0,20,20,0.4,-5.135448932647705,-4.833988189697266,0.470746248960495,-0.18550188839435577,0.4985749125480652,-0.8950439095497131,1.0411970615386963,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
rl,3,0,20,20,0.4,-5.196846008300781,4.797573566436768,0.3524959683418274,-0.2134857177734375,-0.21678368747234344,-1.0380501747131348,1.0817205905914307,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
lqr,0,0,20,20,0.4,4.915956974029541,-3.6621110439300537,0.862091600894928,-0.0009893259266391397,0.01570049859583378,-0.0016173890326172113,0.015814561396837234,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
lqr,1,0,20,20,0.4,4.577359676361084,3.5457658767700195,1.1495264768600464,-0.004968373570591211,-0.017057916149497032,0.0017572413198649883,0.01785343512892723,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
lqr,2,0,20,20,0.4,-5.572956085205078,-6.09689998626709,0.9014912843704224,-0.006734104361385107,-0.01286828238517046,-0.0011568506015464664,0.014569802209734917,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
lqr,3,0,20,20,0.4,-6.7327775955200195,3.720829486846924,1.253342628479004,-0.020330067723989487,-0.015004741959273815,0.002975048962980509,0.02544218674302101,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
rl,0,0,21,21,0.42,4.950089931488037,-5.1841959953308105,0.4426230788230896,0.03353547677397728,-0.24874989688396454,-0.6808266639709473,0.7256211638450623,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
rl,1,0,21,21,0.42,4.856842041015625,4.861800193786621,0.3465961217880249,-0.11084365844726562,0.04693496972322464,-1.0139683485031128,1.0210881233215332,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
rl,2,0,21,21,0.42,-5.148523330688477,-4.804166793823242,0.41455578804016113,-0.24099847674369812,0.4959253668785095,-0.9661188721656799,1.1123883724212646,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
rl,3,0,21,21,0.42,-5.20897102355957,4.784415245056152,0.2874767780303955,-0.1938948929309845,-0.2210945039987564,-1.1162275075912476,1.154314398765564,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
lqr,0,0,21,21,0.42,4.915907382965088,-3.6613211631774902,0.8620103597640991,-0.0007272465736605227,0.011529614217579365,-0.001187623362056911,0.011613411828875542,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
lqr,1,0,21,21,0.42,4.577109336853027,3.5449063777923584,1.1496148109436035,-0.0036428889725357294,-0.012525458820164204,0.0012911419617012143,0.013108196668326855,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
lqr,2,0,21,21,0.42,-5.573293685913086,-6.09754753112793,0.9014331698417664,-0.004949081223458052,-0.009445774368941784,-0.0008491518092341721,0.010697528719902039,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
lqr,3,0,21,21,0.42,-6.733799457550049,3.7200746536254883,1.2534922361373901,-0.014926502481102943,-0.011018781922757626,0.0021850664634257555,0.01868123561143875,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
rl,0,0,22,22,0.44,4.953484058380127,-5.199848651885986,0.3983173668384552,0.07303480058908463,-0.2696104943752289,-0.7795728445053101,0.8281049132347107,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
rl,1,0,22,22,0.44,4.852138996124268,4.865997791290283,0.28619420528411865,-0.055135440081357956,0.0863894373178482,-1.0015052556991577,1.0067352056503296,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
rl,2,0,22,22,0.44,-5.16103458404541,-4.772465705871582,0.35512617230415344,-0.18528006970882416,0.5514843463897705,-1.0079030990600586,1.1637578010559082,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
rl,3,0,22,22,0.44,-5.21865701675415,4.772335052490234,0.21704711019992828,-0.13821497559547424,-0.18726973235607147,-1.214971661567688,1.2370648384094238,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
lqr,0,0,22,22,0.44,4.915870666503906,-3.660741090774536,0.8619503378868103,-0.0005316926399245858,0.00846827868372202,-0.0008718821918591857,0.008529632352292538,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
lqr,1,0,22,22,0.44,4.576926231384277,3.544276475906372,1.1496797800064087,-0.0026760732289403677,-0.009196451865136623,0.0009478049469180405,0.009624677710235119,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
lqr,2,0,22,22,0.44,-5.57354211807251,-6.098024368286133,0.9013903737068176,-0.003639562288299203,-0.006930772215127945,-0.0006231411243788898,0.007853045128285885,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
lqr,3,0,22,22,0.44,-6.7345499992370605,3.719520330429077,1.2536019086837769,-0.010964150540530682,-0.008093326352536678,0.0016046982491388917,0.013721865601837635,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
rl,0,0,23,23,0.46,4.959813594818115,-5.214077472686768,0.3484745919704437,0.12870925664901733,-0.2140359878540039,-0.8672426342964172,0.9024894833564758,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
rl,1,0,23,23,0.46,4.847653388977051,4.872219562530518,0.22429592907428741,-0.08877669274806976,0.11605404317378998,-1.0531580448150635,1.0632457733154297,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
rl,2,0,23,23,0.46,-5.174081325531006,-4.740946292877197,0.2935349643230438,-0.24035969376564026,0.506630003452301,-1.0398138761520386,1.1813803911209106,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
rl,3,0,23,23,0.46,-5.227878093719482,4.762082576751709,0.14311763644218445,-0.16466747224330902,-0.15917903184890747,-1.244431734085083,1.265331506729126,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
lqr,0,0,23,23,0.46,4.9158430099487305,-3.66031551361084,0.8619065880775452,-0.0003898954892065376,0.006220262497663498,-0.000639817793853581,0.006265225820243359,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
lqr,1,0,23,23,0.46,4.576791286468506,3.543813705444336,1.1497273445129395,-0.0019652652554214,-0.0067531391978263855,0.0006966157234273851,0.007067703176289797,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
lqr,2,0,23,23,0.46,-5.573725700378418,-6.0983734130859375,0.9013590812683105,-0.002669983310624957,-0.005088051315397024,-0.00045712219434790313,0.005764203146100044,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
lqr,3,0,23,23,0.46,-6.735100269317627,3.719113349914551,1.2536828517913818,-0.00805127527564764,-0.005945033393800259,0.0011786726536229253,0.01007748581469059,-6.736624717712402,3.717988967895508,1.257026195526123,0.0,0.0,0.0
rl,0,0,24,24,0.48,4.9655914306640625,-5.226715087890625,0.2939581871032715,0.07318386435508728,-0.20821154117584229,-0.9381471276283264,0.9637572169303894,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
rl,1,0,24,24,0.48,4.840383052825928,4.879546165466309,0.16154329478740692,-0.14424531161785126,0.12643077969551086,-1.0406723022460938,1.0582014322280884,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
rl,2,0,24,24,0.48,-5.1891398429870605,-4.709970951080322,0.2315826267004013,-0.25848206877708435,0.5231326222419739,-1.0273387432098389,1.181484580039978,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
rl,3,1,0,24,0.0,-4.999776840209961,4.999768257141113,0.9995131492614746,0.014934881590306759,-0.015478803776204586,-0.032461024820804596,0.03894049674272537,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,0,24,24,0.48,4.915823459625244,-3.6600022315979004,0.8618742823600769,-0.0002849131706170738,0.004564444534480572,-0.00046947889495640993,0.004597362130880356,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
lqr,1,0,24,24,0.48,4.576693058013916,3.5434746742248535,1.1497626304626465,-0.0014456131029874086,-0.004960863851010799,0.0005106204189360142,0.0051923696883022785,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
lqr,2,0,24,24,0.48,-5.573861122131348,-6.098628044128418,0.9013358950614929,-0.001956182299181819,-0.0037397132255136967,-0.000335405784426257,0.004233745392411947,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
lqr,3,1,0,24,0.0,-5.003037452697754,4.919823169708252,0.9920151233673096,-0.18178491294384003,-4.798285484313965,-0.47786539793014526,4.8254475593566895,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,0,25,25,0.5,4.968608856201172,-5.239255428314209,0.23542582988739014,0.03399522602558136,-0.20962738990783691,-1.0022449493408203,1.0244970321655273,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
rl,1,0,25,25,0.5,4.833677768707275,4.886751651763916,0.09594094753265381,-0.0885281041264534,0.11554870754480362,-1.1310186386108398,1.1403472423553467,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
rl,2,0,25,25,0.5,-5.206592082977295,-4.676638126373291,0.16816870868206024,-0.3139578104019165,0.5786916017532349,-1.0780038833618164,1.2631491422653198,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
rl,3,1,1,25,0.02,-4.999303340911865,4.996893405914307,0.9943990111351013,0.00281654205173254,-0.0710773766040802,-0.12292520701885223,0.1420229971408844,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,0,25,25,0.5,4.915809154510498,-3.6597726345062256,0.8618505597114563,-0.00020999659318476915,0.0033511808142066,-0.00034454837441444397,0.0033753851894289255,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
lqr,1,0,25,25,0.5,4.5766191482543945,3.543224811553955,1.1497882604599,-0.0010610310127958655,-0.003641348099336028,0.00037470704410225153,0.0038112476468086243,4.576419353485107,3.5425350666046143,1.1529794931411743,0.0,0.0,0.0
lqr,2,0,25,25,0.5,-5.573960781097412,-6.09881591796875,0.9013189673423767,-0.0014283800264820457,-0.002749420702457428,-0.00024616741575300694,0.003108083503320813,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
lqr,3,1,1,25,0.02,-5.015562534332275,4.589168071746826,0.9590840935707092,-0.19525691866874695,-5.154765605926514,-0.5133866667747498,5.183946132659912,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,0,26,26,0.52,4.9708428382873535,-5.253781318664551,0.17426545917987823,0.03957151249051094,-0.26525700092315674,-1.031549096107483,1.0658427476882935,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
rl,1,1,0,26,0.0,4.9996490478515625,5.000164031982422,1.0000534057617188,-0.02339218184351921,0.010903183370828629,0.0035718942526727915,0.02605440467596054,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,0,26,26,0.52,-5.225874900817871,-4.642920970916748,0.10003254562616348,-0.32667234539985657,0.5499894022941589,-1.1767430305480957,1.3393757343292236,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
rl,3,1,2,26,0.04,-5.0010786056518555,4.991268157958984,0.9867838025093079,-0.05269308388233185,-0.10998696088790894,-0.1297752410173416,0.17808790504932404,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,0,26,26,0.52,4.915799617767334,-3.6596038341522217,0.8618335723876953,-0.00015752474428154528,0.0024591891560703516,-0.00025389017537236214,0.0024772738106548786,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
lqr,1,1,0,26,0.0,5.0404534339904785,5.0608015060424805,0.9731175303459167,2.4210145473480225,3.6387627124786377,-1.6088467836380005,4.657283782958984,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,0,26,26,0.52,-5.574032306671143,-6.098953723907471,0.9013066291809082,-0.0010509099811315536,-0.002018967643380165,-0.00018063653260469437,0.002283258829265833,-5.574231147766113,-6.09933614730835,0.9043927192687988,0.0,0.0,0.0
lqr,3,1,2,26,0.04,-5.025467395782471,4.327630996704102,0.9330363869667053,-0.1449296772480011,-3.826129198074341,-0.3810626268386841,3.8477888107299805,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,0,27,27,0.54,4.9745869636535645,-5.270624160766602,0.1128087267279625,0.07875806093215942,-0.29179152846336365,-1.019088625907898,1.0629613399505615,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
rl,1,1,1,27,0.02,4.997659206390381,4.999874591827393,0.9986217021942139,-0.040079399943351746,-0.016087466850876808,-0.043457675725221634,0.061267729848623276,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,0,27,0.0,-4.999888896942139,-4.999696254730225,0.9995070695877075,0.007404887583106756,0.02026946283876896,-0.03286724165081978,0.03931843116879463,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,3,27,0.06,-5.003328800201416,4.983278751373291,0.9761193990707397,-0.02659626118838787,-0.14966849982738495,-0.21200034022331238,0.260868102312088,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,0,27,27,0.54,4.915791034698486,-3.659480094909668,0.8618208169937134,-0.00011600054858718067,0.0018066978082060814,-0.0001873128639999777,0.001820082194171846,4.915769577026367,-3.6591379642486572,0.8649056553840637,0.0,0.0,0.0
lqr,1,1,1,27,0.02,5.207281112670898,5.311556816101074,0.8622423410415649,2.60074520111084,3.909156322479248,-1.7285301685333252,5.0033183097839355,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,0,27,0.0,-4.896871089935303,-4.960180282592773,0.9924457669258118,6.171964168548584,2.3830862045288086,-0.452054500579834,6.631485462188721,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,3,27,0.06,-5.032759666442871,4.135107517242432,0.9138620495796204,-0.10647156834602356,-2.8106894493103027,-0.27992889285087585,2.8266007900238037,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,0,28,0.0,4.99990177154541,-4.999703407287598,1.000058889389038,-0.006555869709700346,0.019781600683927536,0.0039362553507089615,0.02120814099907875,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,2,28,0.04,4.996029376983643,4.996963024139404,0.993675708770752,-0.017936473712325096,-0.07170039415359497,-0.1102701723575592,0.132748544216156,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,1,28,0.02,-4.998487949371338,-4.9994354248046875,0.997395932674408,0.034748855978250504,-0.007037606555968523,-0.036844417452812195,0.05113239586353302,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,4,28,0.08,-5.006124973297119,4.972352027893066,0.9599435329437256,-0.0608195886015892,-0.20527584850788116,-0.31072965264320374,0.3773461580276489,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,0,28,0.0,5.066396713256836,-5.028202533721924,0.9993941783905029,3.9735922813415527,-1.6878387928009033,-0.03621981665492058,4.317354202270508,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,2,28,0.04,5.339235782623291,5.509894371032715,0.7745425701141357,1.930420160293579,2.9015719890594482,-1.2829928398132324,3.713719367980957,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,1,28,0.02,-4.471561908721924,-4.795956134796143,0.9613015651702881,6.630308628082275,2.5601956844329834,-0.48550090193748474,7.123994827270508,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,4,28,0.08,-5.038115978240967,3.993718385696411,0.8997805118560791,-0.07818228006362915,-2.064006805419922,-0.20556341111660004,2.075690984725952,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,1,29,0.02,4.998021125793457,-5.000149726867676,0.9982965588569641,-0.04896944388747215,-0.026833973824977875,-0.05316019803285599,0.0770978257060051,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,3,29,0.06,4.9930100440979,4.990716457366943,0.9845085144042969,-0.07345155626535416,-0.12730680406093597,-0.18314816057682037,0.2348305732011795,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,2,29,0.04,-4.998347282409668,-5.001117706298828,0.9935441017150879,-0.020772842690348625,-0.043000150471925735,-0.08373092114925385,0.09639186412096024,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,5,29,0.1,-5.011719226837158,4.959036350250244,0.9384939074516296,-0.11632203310728073,-0.23379917442798615,-0.39089593291282654,0.4700984060764313,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
